Attaching to fraud-detection-quarkus_kafka_1, fraud-detection-quarkus_aggregator_1, fraud-detection-quarkus_producer_1, fraud-detection-quarkus_zookeeper_1
[33mkafka_1       |[0m [2020-02-24 16:26:04,689] INFO Registered kafka:type=kafka.Log4jController MBean (kafka.utils.Log4jControllerRegistration$)
[36maggregator_1  |[0m 2020-02-24 16:26:47,373 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Found data for key 0000-0000-0000-0007 locally
[36maggregator_1  |[0m 2020-02-24 16:26:47,374 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Result [CreditCardTransaction [amount=3659, cardHolderName=Rachid Snoussi, cardNumber=0000-0000-0000-0007, date=2020-02-24T16:26:12.224, transactionReference=438b3a06-8e42-416f-8bf0-007b852e4dba]]
[36maggregator_1  |[0m 2020-02-24 16:27:23,865 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Found data for key 0000-0000-0000-0007 locally
[36maggregator_1  |[0m 2020-02-24 16:27:23,866 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Result [CreditCardTransaction [amount=3659, cardHolderName=Rachid Snoussi, cardNumber=0000-0000-0000-0007, date=2020-02-24T16:26:12.224, transactionReference=438b3a06-8e42-416f-8bf0-007b852e4dba]]
[36maggregator_1  |[0m 2020-02-24 16:27:26,546 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Found data for key 0000-0000-0000-0001 locally
[36maggregator_1  |[0m 2020-02-24 16:27:26,548 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Result is null
[36maggregator_1  |[0m 2020-02-24 16:27:30,343 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Found data for key 0000-0000-0000-0001 locally
[36maggregator_1  |[0m 2020-02-24 16:27:30,343 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Result is null
[36maggregator_1  |[0m 2020-02-24 16:27:32,201 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Found data for key 0000-0000-0000-0002 locally
[36maggregator_1  |[0m 2020-02-24 16:27:32,201 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Result is null
[36maggregator_1  |[0m 2020-02-24 16:27:56,746 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Found data for key 0000-0000-0000-0001 locally
[36maggregator_1  |[0m 2020-02-24 16:27:56,747 INFO  [com.red.sum.str.InteractiveQuery] (executor-thread-1) Result is null
[33mkafka_1       |[0m [2020-02-24 16:26:13,843] INFO [Partition __consumer_offsets-22 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-22 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,843] INFO Replica loaded for partition __consumer_offsets-22 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,844] INFO [Partition __consumer_offsets-22 broker=0] __consumer_offsets-22 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,849] INFO [Log partition=__consumer_offsets-41, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,850] INFO [Log partition=__consumer_offsets-41, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 2 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,850] INFO Created log for partition __consumer_offsets-41 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,851] INFO [Partition __consumer_offsets-41 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-41 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,851] INFO Replica loaded for partition __consumer_offsets-41 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,851] INFO [Partition __consumer_offsets-41 broker=0] __consumer_offsets-41 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,857] INFO [Log partition=__consumer_offsets-32, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,858] INFO [Log partition=__consumer_offsets-32, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 2 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,859] INFO Created log for partition __consumer_offsets-32 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,860] INFO [Partition __consumer_offsets-32 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-32 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,860] INFO Replica loaded for partition __consumer_offsets-32 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,860] INFO [Partition __consumer_offsets-32 broker=0] __consumer_offsets-32 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,866] INFO [Log partition=__consumer_offsets-3, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,867] INFO [Log partition=__consumer_offsets-3, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 1 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,868] INFO Created log for partition __consumer_offsets-3 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,869] INFO [Partition __consumer_offsets-3 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-3 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,869] INFO Replica loaded for partition __consumer_offsets-3 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,869] INFO [Partition __consumer_offsets-3 broker=0] __consumer_offsets-3 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,875] INFO [Log partition=__consumer_offsets-13, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,875] INFO [Log partition=__consumer_offsets-13, dir=/tmp/kafka-logs] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 1 ms (kafka.log.Log)
[33mkafka_1       |[0m [2020-02-24 16:26:13,876] INFO Created log for partition __consumer_offsets-13 in /tmp/kafka-logs with properties {compression.type -> producer, message.format.version -> 2.1-IV2, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> compact, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 104857600, retention.ms -> 604800000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,876] INFO [Partition __consumer_offsets-13 broker=0] No checkpointed highwatermark is found for partition __consumer_offsets-13 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,877] INFO Replica loaded for partition __consumer_offsets-13 with initial high watermark 0 (kafka.cluster.Replica)
[33mkafka_1       |[0m [2020-02-24 16:26:13,877] INFO [Partition __consumer_offsets-13 broker=0] __consumer_offsets-13 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[33mkafka_1       |[0m [2020-02-24 16:26:13,886] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-22 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,888] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-25 (kafka.coordinator.group.GroupMetadataManager)
[35mzookeeper_1   |[0m [2020-02-24 16:26:05,101] WARN Exception causing close of session 0x0: Len error 1212498244 (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:26:05,102] INFO Closed socket connection for client /172.30.0.1:45434 (no session established for client) (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:26:05,952] INFO Accepted socket connection from /172.30.0.5:60822 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[35mzookeeper_1   |[0m [2020-02-24 16:26:05,960] INFO Client attempting to establish new session at /172.30.0.5:60822 (org.apache.zookeeper.server.ZooKeeperServer)
[35mzookeeper_1   |[0m [2020-02-24 16:26:05,965] INFO Creating new log file: log.1 (org.apache.zookeeper.server.persistence.FileTxnLog)
[35mzookeeper_1   |[0m [2020-02-24 16:26:05,987] INFO Established session 0x100024b09ce0000 with negotiated timeout 6000 for client /172.30.0.5:60822 (org.apache.zookeeper.server.ZooKeeperServer)
[35mzookeeper_1   |[0m [2020-02-24 16:26:06,069] INFO Accepted socket connection from /172.30.0.1:45448 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[35mzookeeper_1   |[0m [2020-02-24 16:26:06,070] WARN Exception causing close of session 0x0: Len error 1212498244 (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:26:06,071] INFO Closed socket connection for client /172.30.0.1:45448 (no session established for client) (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:26:06,071] INFO Accepted socket connection from /172.30.0.1:45452 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[35mzookeeper_1   |[0m [2020-02-24 16:26:06,072] WARN Exception causing close of session 0x0: Len error 1212498244 (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:26:06,073] INFO Closed socket connection for client /172.30.0.1:45452 (no session established for client) (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:26:06,180] INFO Got user-level KeeperException when processing sessionid:0x100024b09ce0000 type:create cxid:0x2 zxid:0x3 txntype:-1 reqpath:n/a Error Path:/brokers Error:KeeperErrorCode = NoNode for /brokers (org.apache.zookeeper.server.PrepRequestProcessor)
[35mzookeeper_1   |[0m [2020-02-24 16:26:06,200] INFO Got user-level KeeperException when processing sessionid:0x100024b09ce0000 type:create cxid:0x6 zxid:0x7 txntype:-1 reqpath:n/a Error Path:/config Error:KeeperErrorCode = NoNode for /config (org.apache.zookeeper.server.PrepRequestProcessor)
[35mzookeeper_1   |[0m [2020-02-24 16:26:06,207] INFO Got user-level KeeperException when processing sessionid:0x100024b09ce0000 type:create cxid:0x9 zxid:0xa txntype:-1 reqpath:n/a Error Path:/admin Error:KeeperErrorCode = NoNode for /admin (org.apache.zookeeper.server.PrepRequestProcessor)
[35mzookeeper_1   |[0m [2020-02-24 16:26:06,737] INFO Got user-level KeeperException when processing sessionid:0x100024b09ce0000 type:create cxid:0x15 zxid:0x15 txntype:-1 reqpath:n/a Error Path:/cluster Error:KeeperErrorCode = NoNode for /cluster (org.apache.zookeeper.server.PrepRequestProcessor)
[35mzookeeper_1   |[0m [2020-02-24 16:26:07,077] INFO Accepted socket connection from /172.30.0.1:45470 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[35mzookeeper_1   |[0m [2020-02-24 16:26:07,078] WARN Exception causing close of session 0x0: Len error 1212498244 (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:26:07,079] INFO Closed socket connection for client /172.30.0.1:45470 (no session established for client) (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:26:08,606] INFO Got user-level KeeperException when processing sessionid:0x100024b09ce0000 type:multi cxid:0x36 zxid:0x1c txntype:-1 reqpath:n/a aborting remaining multi ops. Error Path:/admin/reassign_partitions Error:KeeperErrorCode = NoNode for /admin/reassign_partitions (org.apache.zookeeper.server.PrepRequestProcessor)
[35mzookeeper_1   |[0m [2020-02-24 16:26:08,647] INFO Got user-level KeeperException when processing sessionid:0x100024b09ce0000 type:multi cxid:0x38 zxid:0x1d txntype:-1 reqpath:n/a aborting remaining multi ops. Error Path:/admin/preferred_replica_election Error:KeeperErrorCode = NoNode for /admin/preferred_replica_election (org.apache.zookeeper.server.PrepRequestProcessor)
[35mzookeeper_1   |[0m [2020-02-24 16:26:12,309] INFO Got user-level KeeperException when processing sessionid:0x100024b09ce0000 type:setData cxid:0x40 zxid:0x1e txntype:-1 reqpath:n/a Error Path:/config/topics/transactions-topic Error:KeeperErrorCode = NoNode for /config/topics/transactions-topic (org.apache.zookeeper.server.PrepRequestProcessor)
[35mzookeeper_1   |[0m [2020-02-24 16:26:12,850] INFO Got user-level KeeperException when processing sessionid:0x100024b09ce0000 type:setData cxid:0x5c zxid:0x28 txntype:-1 reqpath:n/a Error Path:/config/topics/__consumer_offsets Error:KeeperErrorCode = NoNode for /config/topics/__consumer_offsets (org.apache.zookeeper.server.PrepRequestProcessor)
[35mzookeeper_1   |[0m [2020-02-24 16:26:14,169] INFO Got user-level KeeperException when processing sessionid:0x100024b09ce0000 type:setData cxid:0x132 zxid:0x90 txntype:-1 reqpath:n/a Error Path:/config/topics/temperature-aggregator-transactions-store-changelog Error:KeeperErrorCode = NoNode for /config/topics/temperature-aggregator-transactions-store-changelog (org.apache.zookeeper.server.PrepRequestProcessor)
[35mzookeeper_1   |[0m [2020-02-24 16:26:15,272] INFO Got user-level KeeperException when processing sessionid:0x100024b09ce0000 type:setData cxid:0x144 zxid:0x9a txntype:-1 reqpath:n/a Error Path:/config/topics/transactions-aggregated Error:KeeperErrorCode = NoNode for /config/topics/transactions-aggregated (org.apache.zookeeper.server.PrepRequestProcessor)
[35mzookeeper_1   |[0m [2020-02-24 16:27:42,156] INFO Accepted socket connection from /172.30.0.1:45550 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[35mzookeeper_1   |[0m [2020-02-24 16:27:42,157] WARN Exception causing close of session 0x0: Len error 1212498244 (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:27:42,157] INFO Closed socket connection for client /172.30.0.1:45550 (no session established for client) (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:27:43,554] INFO Accepted socket connection from /172.30.0.1:45554 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[35mzookeeper_1   |[0m [2020-02-24 16:27:43,554] WARN Exception causing close of session 0x0: Len error 1212498244 (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:27:43,554] INFO Closed socket connection for client /172.30.0.1:45554 (no session established for client) (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:27:44,641] INFO Accepted socket connection from /172.30.0.1:45562 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[35mzookeeper_1   |[0m [2020-02-24 16:27:44,642] WARN Exception causing close of session 0x0: Len error 1212498244 (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:27:44,642] INFO Closed socket connection for client /172.30.0.1:45562 (no session established for client) (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:27:45,664] INFO Accepted socket connection from /172.30.0.1:45572 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[35mzookeeper_1   |[0m [2020-02-24 16:27:45,664] WARN Exception causing close of session 0x0: Len error 1212498244 (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:27:45,665] INFO Closed socket connection for client /172.30.0.1:45572 (no session established for client) (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:27:46,687] INFO Accepted socket connection from /172.30.0.1:45582 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[35mzookeeper_1   |[0m [2020-02-24 16:27:46,688] WARN Exception causing close of session 0x0: Len error 1212498244 (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:27:46,688] INFO Closed socket connection for client /172.30.0.1:45582 (no session established for client) (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:27:47,709] INFO Accepted socket connection from /172.30.0.1:45588 (org.apache.zookeeper.server.NIOServerCnxnFactory)
[35mzookeeper_1   |[0m [2020-02-24 16:27:47,710] WARN Exception causing close of session 0x0: Len error 1212498244 (org.apache.zookeeper.server.NIOServerCnxn)
[35mzookeeper_1   |[0m [2020-02-24 16:27:47,711] INFO Closed socket connection for client /172.30.0.1:45588 (no session established for client) (org.apache.zookeeper.server.NIOServerCnxn)
[33mkafka_1       |[0m [2020-02-24 16:26:13,888] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-28 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,888] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-31 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,888] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-34 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,889] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-37 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,889] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-40 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,889] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-43 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,889] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-46 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,889] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-49 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,889] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-41 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,889] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-44 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,889] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-47 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,890] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-1 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,890] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-4 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,890] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-7 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,890] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-10 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,890] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-13 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,891] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-16 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,891] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-19 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,891] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-2 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,891] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-5 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,892] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-8 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,892] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-11 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,892] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-14 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,892] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-17 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,892] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-20 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,892] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-23 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,892] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-26 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,893] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-29 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,893] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-32 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,893] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-35 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,893] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-38 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,894] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-0 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,894] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-3 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,894] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-6 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,894] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-9 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,894] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-12 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,894] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-15 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,894] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-18 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,894] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-21 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,894] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-24 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,894] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-27 (kafka.coordinator.group.GroupMetadataManager)
[33mkafka_1       |[0m [2020-02-24 16:26:13,895] INFO [GroupMetadataManager brokerId=0] Scheduling loading of offsets and group metadata from __consumer_offsets-30 (kafka.coordinator.group.GroupMetadataManager)
